Text,Classification
im not planning support for multiple overlapping start finish cycles for single check for tracking concurrent job execution i would recommend one of create new check via api for each job delete check once job completes successfully or have single check gets pinged every time job completes check triggers alert if no jobs have finished for too long use separate logging or apm system for tracking detailed debug information,0
ok,0
thanks good idea honest with only 30 checks in my personal account i dont have good grasp on what pain points are for heaviest users so feedback like very welcome ive been thinking about how would implemented without major changes current sorting ui im leaning towards always showing failed checks at top any failed check should priority fix or pause or remove if its obsolete showing them at top would emphasize for example if user has selected sorting by name then we first show all failed checks in z order we then show all remaining checks in z order list of checks also being auto refreshed using ajax requests i think would confusing for table rows jump around when checks change status so i would avoid doing keep initial order until page reloaded,0
m42e sorry saw your comment then forgot about since its closed ticket tricky problem initially only had simple checks no start endpoint late status made perfect sense now with cron schedules with start events meaning of late lot murkier i now sort of wish i had implemented start in very simple limited way store last start timestamp use calculate execution time on finish nothing more  dont display started status in dashboard dont interfere with badges dont send alert if start isnt followed by regular ping on time of course its too late now change drop features also i suspect if had just simple there would feature requests show started status in dashboard send alerts when started check hanging for too long i do agree orange late badge for started checks not ideal more likely interpreted as we have small problem instead of all well for now but one or more checks may or may not go down soon let started not alter�ok� status option theres related problem with checks with cron expressions lets say cron expression 0 at minute 0 of every hour in reality job takes some time run so reports in at minute 2 3 of every hour as result for few minutes at start of every hour badge would show late although everything working as expected maybe we should just get rid of late status for badges  make so badge can only ever up or down late would count as up,0
let me try in bit,0
there docker image here been using during several months now works really well  on sat 25 jul 2020 19 22 dhaval soneji wrote why no docker support� you are receiving because you are subscribed thread reply email directly view on github or unsubscribe�®,0
cuu508 im sure im on wrong one but we have issue with archive downloaded by i created issue galexrt docker 28 i created super user i get page when loggin now,0
what im planning do get rid of stopped state suppose you have multiple channels set up lets say email slack webhook webhook url obviously invalid because of copy pasting mishap what happens currently first time we try posting slack fail we mark check as paused give up forever even though email channel might still viable useful what i think should happen check never goes into paused state if posting channel fails we store most recent failure message display on channels page add note about in monthly report etc failures might also temporary worth retrying later,0
coverage remained same at 86 467 when pulling e9dc1f3 on fishnux patch 1 into 780796d on master,0
exact same situation in ubuntu 19 04  need install python3 venv works afterwards,0
your hunch was absolutely correct was user error i had entered crons incorrectly thank you for you assistance everything working perfectly now,0
closing was merged in 6300947,0
,0
thanks for suggestion im thinking of two scenarios where might useful your cron job runs as should say once hour but youve set up period grace parameters incorrectly say once day its not huge issue except for when check actually goes down take longer 23 hours until you find out in situation warning in dashboard possibly in monthly report would sufficient your period grace parameters are set up correctly but something changes on cron side job e g looping infinitely pinging on each iteration in case we would want proactive send notification which one did you have in mind any ideas on how distinguish between two,0
thats good catch thank you i didnt expect receive prs for billing code do you plan use billing code somewhere or did you just spot by reviewing recent commits,0
fyi i was able setup yaml based auto provision process at app startup using following setup provision yaml project name members list of dl or email address or all gives acces all users if list provided no users get access badge key if no value provided project name used as badge key api key if no value provided project name used as api key projecta badge key keya api key keyb members hc accounts management commands createproject py import os import yaml from django core management base import basecommand from django contrib auth models import user from hc accounts models import project from hc accounts memberassignment import get project attr from file class command basecommand help = automated project creation def handle self args options superuser name = os getenv superuser name superuser superuser = user objects get username=superuser name config file = provision yaml for project project attrs in yaml load open config file loader=yaml fullloader items project name = project project api key = get project attr from file project attrs api key project badge key = get project attr from file project attrs badge key default attributes project name if not supplied if not project badge key project badge key = project name if not project api key project api key = project name self create project superuser project name project api key project badge key def create project self superuser project name project api key project badge key if not project objects filter name=project name self project = project owner=superuser api key=project api key self project name = project name self project badge key = project badge key self project save i auto create superuser call createproject py via uwsgi as pre app hook uwsgi http socket = 8000 enable threads plugin = python3 module = hc wsgi application static map = static=static collected static gzip dir = static collected cache hook pre app = exec usr bin python3 manage py migrate hook pre app = exec usr bin python3 manage py createsuperuser noinput username superuser name email superuser email hook pre app = exec usr bin python3 manage py createproject superuser name superuser email are supplied as environment variables,0
ok so did couple of tests with blocking emails = true emails are sent as soon as i remove entry i stop receiving emails any ideia what could causing should i keep setting there or not advised tia,0
coverage remained same at 86 646 when pulling ff38372 on dependabot pip django 3 0 3 into c8ccd89 on master,0
revilo951 i see value of comma separated keywords they would add bit of complexity but are doable i think ill start with implementing above single keyword once thats working look at adding support for comma separated keywords,0
hi guys im guessing you are using codebase for coding exercises  cool if you write tests for areas with currently no test coverage ill happy review merge,0
currently we cannot signal failure via email but im open implementing i want run ui mockup past you ask few questions see if its any good looking at ui do you think would your solve your use case what do you expect happen if both keyword text boxes are empty what do you expect happen if only success keyword filled what do you expect happen if only failure keyword filled in case there isnt specific timing for emails so ignore filter cant really help with are emails coming in at random intervals you want any success email flip check green any failure email flip red,0
yes bit of unique case but i have as script runs sends healthcheck ping times influx db grafana for charting jobs their health over time would nice if i could expose link each jobs chart without having view details screen these links are derived from jobs name or id description exposes url as clickable link but i can only view by clicking through details page or if when you click on job get edit window if description was rendered out instead of editable initially click edit button turn into textarea then would expose description as well,0
im trying run project in domain+folder combo like one without success in my local settings py there are among others site root = static url = css js loads fine but still in template urls are falling back like accounts login in html which results ending up at i thought of setting tag but doesnt affect links starting with slash so i also tried injecting small js tag replacing all href form action attributes which also feels hacky incomplete some minified js file still omits oh i also tried inject some python code into hc urls py file prepend all urls with k8s but didnt work way app becomes available at which also not what i want echo e nurlpatterns = path k8s include urlpatterns app hc urls py entry point of my kubernetes cluster at path managed by ambassador so apps root should at only starts receive http requests below point by way my dockerfile from if helps anything but i dont think issue with app works fine just links generated on frontend are problematic what do you suggest what more should i try effectively change base path without too many source code hacks,0
sure thing i did like because free applications are limited 7 5k messages per month im not sure how many could sent by io so i moved site wide api token in settings py using subscription api which much nicer simpler ill push very soon,0
public url for non pw manager case accidentally found password manager extensions kept working any suggestions as what i should look into for,0
logs attached unfortunately still unable see bookmarks after sync log thanks for your help with,0
needs rebase couple of changes but otherwise nice minimal fix thanks,0
as mentioned in email i think we should separate speed dial from top sites for couple of reasons what defines top sites fact more visited sites bubble top so having default sites pinned top doesnt really match use case for panel im concerned about having locale checks being embedded in various parts of data source as makes much harder debug by introducing more code branches follow alternative approach we can take extract locale checks from topsitespanel into homepanels swift where we configure which panels show here we can slot in new speed dialer panel without impacting other locales subclass topsitespanel for speeddialer implement logic for keeping tiles at top ideally we would refactor topsitespanel into more generic tiled panel class but we can address when we start adding additional functionality dialer thoughts,0
sync would write into loginsm but speaking more generally  triggers are pretty granular we dont do all of syncs work in single transaction so youd get n change notifications during sync also youd need register c callback function into sql use triggers which bit of pain much easier just have sqlitelogins expose little change tracking notification thing,0
extra parameters like style=trailhead required too see stomlinson for details,0
i presume waiting on mconnorto review,0
swiftlint found issues warnings file line reason browserviewcontroller swift 542 prefer checking isempty over comparing string empty string literal empty string browserviewcontroller swift 2292 prefer checking isempty over comparing string empty string literal empty string browserviewcontroller swift 442 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 849 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 1370 prefer empty collection over optional collection discouraged optional collection bookmarkspanel swift 292 prefer empty collection over optional collection discouraged optional collection bookmarkspanel swift 328 prefer empty collection over optional collection discouraged optional collection downloadspanel swift 287 force casts should avoided force cast downloadspanel swift 359 prefer empty collection over optional collection discouraged optional collection historypanel swift 571 prefer empty collection over optional collection discouraged optional collection historypanel swift 673 prefer empty collection over optional collection discouraged optional collection libraryviewcontroller swift 271 prefer empty collection over optional collection discouraged optional collection readerpanel swift 185 prefer empty collection over optional collection discouraged optional collection readerpanel swift 348 prefer empty collection over optional collection discouraged optional collection readerpanel swift 419 prefer empty collection over optional collection discouraged optional collection readerpanel swift 339 force casts should avoided force cast recentlyclosedtabspanel swift 184 prefer empty collection over optional collection discouraged optional collection remotetabspanel swift 628 prefer empty collection over optional collection discouraged optional collection remotetabspanel swift 158 force casts should avoided force cast remotetabspanel swift 201 force casts should avoided force cast browserschema swift 980 force casts should avoided force cast uibarbuttonitemextensions swift 10 prefer void over void return uibarbuttonitemextensions swift 11 prefer void over void return uibarbuttonitemextensions swift 20 prefer void over void return uibarbuttonitemextensions swift 31 prefer void over void return uibarbuttonitemextensions swift 37 prefer void over void return generated by danger,0
thanks we should probably create theme class group stuff together instead of having colors accessibility checks spread out everywhere but should ok for now,0
bkmunar left more feedback,0
swiftlint found issues warnings file line reason bookmarkspanel swift 318 prefer empty collection over optional collection discouraged optional collection bookmarkspanel swift 351 prefer empty collection over optional collection discouraged optional collection historypanel swift 580 prefer empty collection over optional collection discouraged optional collection historypanel swift 682 prefer empty collection over optional collection discouraged optional collection generated by danger,0
ill close for now if changes can you please update,0
ill mark as wip see if debouncing along with change better solution,0
next step create beta build with event from 6727 then test out view logs,0
swiftlint found issues warnings file line reason activitystreampanel swift 287 force casts should avoided activitystreampanel swift 299 force casts should avoided activitystreampanel swift 320 force casts should avoided activitystreampanel swift 403 force casts should avoided activitystreampanel swift 412 force casts should avoided activitystreampanel swift 589 force casts should avoided generated by danger,0
added additional patch un hides more info section at bottom match copy in,0
landing next follow up add back defaultnewtab measurement here,0
,0
swiftlint found issues warnings file line reason appdelegate swift 40 force casts should avoided generated by danger,0
swiftlint found issues warnings file line reason tabdisplaymanager swift 127 force casts should avoided tabtraycontroller swift 248 swift constructors are preferred over legacy convenience functions tabtraycontroller swift 252 swift constructors are preferred over legacy convenience functions tabtraycontroller swift 174 limit vertical whitespace single empty line currently 2 generated by danger,0
verified fixed on main 89b961b,0
landed without final commit,0
couldnt reproduce checked on iphone se 11 4 13 0 iphone xr 13 0 ipad 9 7 13 0 simulators,0
support for has landed in webkit not sure when ship though probably ios13,0
yes sorry i did not notice id added previous build id but i re tested in any case still occurs,0
thanks for feedback ill churn on idea some more on my branch i am going try pull out few things into separate prs,0
thanks team continue updated in future we rely on data verify latest ios would really helpful if consistently updated cheers,0
no longer rumor,0
i found bug in historystatehelper js working on fix,0
swiftlint found issues warnings file line reason photonactionsheet swift 204 force casts should avoided photonactionsheet swift 276 force casts should avoided photonactionsheet swift 290 force casts should avoided photonactionsheet swift 295 force casts should avoided generated by danger,0
searchtests isnt passing with or without patch i know was regression from debounce you fixed autocompletetests in pr which also broke from debounce so i thought we could fix searchtests while here,0
again rebased fixing conflicts please review again,0
swiftlint found issues warnings file line reason sqlitehistory swift 855 force casts should avoided force cast sqlitehistory swift 898 force casts should avoided force cast sqlitehistory swift 903 force casts should avoided force cast sqlitehistory swift 1009 force casts should avoided force cast sqlitehistory swift 1031 force casts should avoided force cast sqlitehistory swift 1032 force casts should avoided force cast sqlitehistory swift 1033 force casts should avoided force cast sqlitehistory swift 1034 force casts should avoided force cast generated by danger,0
swiftlint found issues warnings file line reason toptabsviewcontroller swift 191 colons should next identifier when specifying type next key in dictionary literals generated by danger,0
swiftlint found issues warnings file line reason readerpanel swift 356 force casts should avoided generated by danger,0
key str step browse settings first then show fxa account settings going fxa settings from app menu directly doesnt crash,0
haha so according irc bryan doesnt know what happened i kind of liked way bkmunar did though getting bookmark status from sql query instead of each time item pressed although his patch missing support for topsites which yours does have sidenote any thoughts on how we can abstract logic different class file being able open context menu with these items have done from other panels bookmarks history as well we have pr for 2268 but theres lot of duplicated code i remember you worked on menu there something we can do similar here,0
was already done in 3c1dd30,0
closing due inactivity please reopen if you feel still relevant,0
took another look added schemeless host query in cases where we still have those in db also noticed something off with args query we were making usernamematch var wasnt being used in query args didnt match up in case where username null unless im missing something i think we should using usernamematch in both subqueries,0
fxa xcode project live in its own repo anywhere else or does only exist in our repo,0
thanks for pr we just finished major migration swift 3 0 making merging in most patches pretty difficult if you feel like patch still important please feel free update your pr swift 3 reopen pr,0
problem with layout code im using weird shadow hacks on active tab make its shadow appear outside of its bounds i think we just redid use separate uiview instead of modifying shadow layer should work,0
way implemented correct works well but what i would recommend instead use previous tab from didselectedtabchange method either by moving into method if let webview = previous webview else webview evaluatejavascript finddone completionhandler nil or by passing in optional param like updatefindinpagevisibility visible bool tab tab = nil then later let tab = tab tabmanager selectedtab guard let webview = tab webview else return webview evaluatejavascript finddone completionhandler nil,0
great i hope can land in 10 x,0
thanks amyylee for your question noorhashem dnarcese i can confirm widgets are meant highly contextual items in widget can change depending on whether s relevant user�s need or not so instead of disabling icon we should hide when there�s nothing erase,0
i can get contextual menu show only sometimes,0
locally if you set app services 38 in cartfile you should good go assuming you are using xcode 11,0
several style nits but i think approach looks good but id prefer wait for tab support land first since well have figure out how make toolbar work with multiple webviews,0
mozilla services shavar prod lists 110 pr re organized all domains in disconnect category respective categories as such disconnect mapping json no longer needed garvankeeley can we close issue now,0
yeah for sure,0
swiftlint found issues warnings file line reason browserviewcontroller swift 855 force casts should avoided browserviewcontroller swift 1725 force casts should avoided browserviewcontroller swift 1729 force casts should avoided generated by danger,0
thebnich there test sync account i can use in xcui test case im writing sorry never mind figured i create bookmark programmatically then run ui test,0
me too,0
tested on iphone x 11 4 on 16 0 14732 in am unable reproduce issue,0
fixed in latest master 7352b83 i manage successfully shared login protected pdf via airdrop was not possible in 17 3 15323,0
verified as fixed on master c2574a0,0
result of integration 1 integration took 18 seconds build errors checkout error,0
storagey parts have live in storage sync layer below client perhaps pass fileaccessor from profile into persistence layer get best of both worlds,0
farhanpatel yeah i like bkmunars fetching of bookmark status from sql for highlights but still doesnt cover case of bookmarked default suggested sites which are hardcoded by region dont check for bookmark status anywhere i was trying think of way of doing as we created default suggested sites but couldnt reconcile async nature of bookmark status fetch with fact we might accessing property before check has completed,0
great im going merge pr so i can make some progress on 6411 today feel free drop your review garvankeeley ill happy address your comments in followup,0
thanks for another patch ericawright i also cant seem find bug for could you please make one,0
changing not automatically reload when toggled patch arriving in few mins,0
,0
ive updated numbers,0
please try again with xcode 7 3 final latest of project,0
roll into another pr,0
looks like 782 fixed issue closing pr,0
swiftlint found issues warnings file line reason tabtrayv2viewmodel swift 1 header comments should consistent with project patterns file header tabtrayv2viewcontroller swift 1 header comments should consistent with project patterns file header browserviewcontroller swift 491 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 883 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 1404 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 2532 force casts should avoided force cast browserviewcontroller swift 46 variables should not have redundant type annotation redundant type annotation browserviewcontroller swift 2025 prefer void over void return errors file line reason tabtrayv2viewcontroller swift 17 opening braces should preceded by single space on same line as declaration opening brace generated by danger,0
thanks for researching merged 1379955,0
i manually tested recovery from corrupt db with sync configured error swiftdata swift 577 writecorruptioninfofordbnamed tologger corrupt db detected db filename private var mobile containers shared appgroup 9525f695 a516 4a8a a1d0 66caa60db32b profile profile logins db  debug swiftdata swift 424 deinit deinit closing connection on thread number = 1 name = main� debug browserdb swift 170 createorupdate attempting move logins db another location debug browserdb swift 189 createorupdate moving logins db shm logins db wal� debug swiftdata swift 83 getsharedconnection creating shared sqlitedbconnection for private var mobile containers shared appgroup 9525f695 a516 4a8a a1d0 66caa60db32b profile profile logins db on thread number = 1 name = main debug swiftdata swift 400 init filename key prevkey opening connection private var mobile containers shared appgroup 9525f695 a516 4a8a a1d0 66caa60db32b profile profile logins db info swiftdata swift 343 prepareencrypted prevkey enabling wal mode debug browserdb swift 58 createtable table try create tablelist 1 debug profile swift 602 ondatabasewasrecreated database was recreated debug profile swift 604 ondatabasewasrecreated database was optional logins db debug browserdb swift 128 createorupdate create or update logins 2 on number = 1 name = main debug browserdb swift 417 tablesexist 0 tables exist expected 2  debug downloader swift 55 resetdownloaderwithprefs collection resetting downloader prefs profile sync synchronizer passwords downloader passwords previous values nil nil debug profile swift 615 ondatabasewasrecreated reset of optional logins db done true� debug profile swift 851 syncseveral syncing logins� debug profile swift 767 syncloginswithdelegate prefs ready syncing logins storage info synchronizer swift 151 init scratchpad delegate baseprefs collection synchronizer configured with prefs profile sync synchronizer passwords debug loginssynchronizer swift 158 synchronizelocallogins withserver info synchronizing passwords last fetched 0 debug storageclient swift 698 getsince sort limit offset issuing get with newer = 0 debug storageclient swift 329 failfromresponse status code 200,0
thanks for catching should easy make all our telemetry calls conditional based on pbm ill look into implementing,0
swiftlint found issues warnings file line reason bookmarkspanel swift 335 prefer empty collection over optional collection discouraged optional collection bookmarkspanel swift 368 prefer empty collection over optional collection discouraged optional collection generated by danger,0
swiftlint found issues warnings file line reason activitystreampanel swift 235 force casts should avoided activitystreampanel swift 265 force casts should avoided activitystreampanel swift 337 force casts should avoided activitystreampanel swift 346 force casts should avoided activitystreampanel swift 352 force casts should avoided activitystreampanel swift 505 force casts should avoided activitystreamtests swift 99 force casts should avoided activitystreamtests swift 112 force casts should avoided activitystreamtests swift 129 force casts should avoided activitystreamtests swift 142 force casts should avoided activitystreamtests swift 148 force casts should avoided activitystreamtests swift 178 force casts should avoided activitystreamtests swift 209 force casts should avoided browsertable swift 702 force casts should avoided sqlitehistory swift 829 force casts should avoided sqlitehistory swift 872 force casts should avoided sqlitehistory swift 877 force casts should avoided sqlitehistory swift 975 force casts should avoided sqlitehistory swift 995 force casts should avoided sqlitehistory swift 996 force casts should avoided sqlitehistory swift 997 force casts should avoided sqlitehistory swift 998 force casts should avoided sqlitehistory swift 1038 force casts should avoided sqlitehistory swift 1040 force casts should avoided sqlitehistory swift 149 limit vertical whitespace single empty line currently 2 testsqlitehistory swift 1588 force casts should avoided testsqlitehistory swift 1588 force casts should avoided testsqlitehistory swift 1456 limit vertical whitespace single empty line currently 2 testsqlitehistory swift 974 prefer = foo over let = foo when discarding result from function generated by danger,0
farhanpatel not sure what happened here buddybuild log has fetching gem metadata from retrying fetcher due error 2 4 bundler httperror could not reach host index rubygems org check your network connection try again fetching metadata from could not find gem danger in any of gem sources listed in your gemfile,0
using backforwardlist for acquiring initial url seems work great tip i didnt know we have redirect history at our fingertips i also incorporated other changes you suggested user agent calculation user agent reset on navigation during testing in simulator i once in while see cases in which long press reload does not load desktop site could user agent resetting in didcommitnavigation undoes spoofing too early in some case ill have test more thoroughly sure though,0
closing due inactivity please reopen if you feel still relevant,0
request can we also add event for when tabs button click opens tab view,0
swiftlint found issues warnings file line reason appsettingsoptions swift 595 force casts should avoided force cast appsettingsoptions swift 596 force casts should avoided force cast appsettingsoptions swift 694 force casts should avoided force cast generated by danger,0
re naming ive had sleroux bnicholson both tell me not include product name in any of object names so fx or are both out one day ill come up with naming convention where everyone happy on 18 april 2016 at 16 48 jhugman notifications github com wrote looks pretty straightforward me youve moved bunch of files in menu app specific directories split off menuconfiguration into appmenuconfiguration menuconfiguration there are couple of other instances of pattern only nit naming one i can see there appstate appmenuconfiguration feels like were in danger of overloading app prefix suggest fxappstate fx being prefix fxappmenuconfiguration fxapp prefix  you are receiving because you authored thread reply email directly or view on github 1722 comment,0
swiftlint found issues warnings file line reason buttontoast swift 18 colons should next identifier when specifying type errors file line reason buttontoast swift 23 opening braces should preceded by single space on same line as declaration screengraph swift 53 opening braces should preceded by single space on same line as declaration generated by danger,0
flodolo delphine thanks for all feedback im going rewrite proposal only focus on l10n changes so we can go in depth on closing for now,0
swiftlint found issues warnings file line reason rustplaces swift 259 initializing optional variable with nil redundant redundant optional initialization rustplaces swift 271 initializing optional variable with nil redundant redundant optional initialization browserviewcontroller swift 467 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 858 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 1345 prefer empty collection over optional collection discouraged optional collection browserviewcontroller swift 2499 force casts should avoided force cast browserviewcontroller swift 46 variables should not have redundant type annotation redundant type annotation browserviewcontroller swift 2088 variables should not have redundant type annotation redundant type annotation generated by danger,0
1 error no new force try or as generated by danger,0
superseded by 1731,0
farhanpatel first in series of prs clean up our codebase bit getting tired of seeing random files laying around theres more done but ill put those into new prs so i dont overload one let me know what your thoughts are on cleaning up,0
uplifted v10 x yesterday 2e2f0e6,0
swiftlint found issues warnings file line reason tabtraycontroller swift 848 else catch should on same line one space after previous declaration tabtraycontroller swift 436 force casts should avoided tabtraycontroller swift 669 force casts should avoided tabtraycontroller swift 702 force casts should avoided tabtraycontroller swift 777 force casts should avoided tabtraycontroller swift 817 limit vertical whitespace single empty line currently 2 generated by danger,0
hey brian thanks for checking out was removing translucent effect in url bar intentional just wanted sure since i dont see any comments in bug about change ah no wasnt i guess expected behavior area behind location bar should display content below blurred using effects view its wrapped in right do we want fade dark gray in landscape orientation makes sense in portrait since we re transitioning dark url bar but in landscape feels out of place since theres nothing dark fade into hmm ya does feel out of place when just fading out those elements i can revert same animation we had before where we faded out entire urlbarview darrinhenein any thoughts i noticed url bar doesnt immediately start fading away if i scroll from top of page i have scroll small distance first we should probably start scrolling from top like we did before like safari does i think being caused by miscalculation on my part ill update scroll right away scrolling bottom causes page jitter get stuck aw chucks let me investigate,0
result of integration 12 integration took 12 minutes 31 seconds all 130 tests passed but please fix 30 warnings,0
,0
issue has been reported for other sites too youtube google twitter reddit in many cases using mobile not workaround because ask you download app lets try workaround issue send different ua also log with webcompat for longer term fix,0
cleaned landed 0a649b1,0
swiftlint found issues warnings file line reason activitystreampanel swift 295 force casts should avoided activitystreampanel swift 305 force casts should avoided activitystreampanel swift 333 force casts should avoided activitystreampanel swift 414 force casts should avoided activitystreampanel swift 423 force casts should avoided activitystreampanel swift 429 force casts should avoided activitystreampanel swift 589 force casts should avoided activitystreampanel swift 676 colons should next identifier when specifying type next key in dictionary literals activitystreamtopsitescell swift 262 force casts should avoided activitystreamtopsitescell swift 528 force casts should avoided generated by danger,0
look see if there are any more people complaining about see if comes up again,0
swiftlint found issues warnings file line reason firefoxhomeviewcontroller swift 109 prefer empty collection over optional collection discouraged optional collection firefoxhomeviewcontroller swift 768 prefer empty collection over optional collection discouraged optional collection firefoxhomeviewcontroller swift 359 force casts should avoided force cast firefoxhomeviewcontroller swift 389 force casts should avoided force cast firefoxhomeviewcontroller swift 413 force casts should avoided force cast firefoxhomeviewcontroller swift 509 force casts should avoided force cast firefoxhomeviewcontroller swift 521 force casts should avoided force cast firefoxhomeviewcontroller swift 530 force casts should avoided force cast firefoxhomeviewcontroller swift 691 force casts should avoided force cast errors file line reason firefoxhomeviewcontroller swift 985 lines should not have trailing semicolons trailing semicolon generated by danger,0
codecov report merging 2844 into master increase coverage by 0 02 diff coverage n coverage diff master 2844 + ========================================= + coverage 54 78 54 8 +0 02 ========================================= files 486 486 lines 99748 99750 +2 ========================================= + hits 54643 54670 +27 + misses 45105 45080 25 impacted files coverage  thirdparty ecec include ece keys h 100�¼0�¾�©�¨�� thirdparty sqlcipher sqlite3 c 62 77�¼0�¾�©+0�03�¨�� client frontend home activitystreampanel swift 65 03�¼0�¾�©+0�36�¨�� client frontend browser tabscrollcontroller swift 15 5�¼0�¾�©+4�27�¨�� continue review full report at codecov legend click here learn more� = absolute impact = not affected = missing data powered by codecov last update e20b46e 8296880 read comment docs,0
superseded by 620,0
logs zip,0
dnarcese i would say we have as disabled state indicate action user can take if they have private tabs opened with said im not sure how common of pattern have disabled icon in ios brampitoyo what do you think,0
result of integration 8 integration took 58 seconds 1 build errors build errors,0
i assume we can close one,0
bootstrap sh updated on master so you can re run script vs only allowing user run carthage step once fixed by 7677121,0
its normal night mode make white black black white its same for all colors,0
,0
made changes suggested i didnt know sync client could run headless,0
i think ive pinpointed problem on when passcode added or removed we call selector using notificationcenter ios client frontend authenticationmanager authenticationsettingsviewcontroller swift lines 325 329 in 512e03c objc func refreshsettings notification notification updatetitlefortouchidstate settings = generatesettings tableview reloaddata but generatesettings does not do anything with notification ios client frontend authenticationmanager authenticationsettingsviewcontroller swift lines 236 242 in 512e03c override func generatesettings settingsection if let = keychainwrapper sharedappcontainerkeychain authenticationinfo return passcodeenabledsettings else return passcodedisabledsettings im not totally sure about best way expose send notification generatesettings so i hesitate work on fix any thoughts,0
landed,0
balooforever 5006 re opened track defect issue has had no action at all since was reported as not working edit sorry just noticed you were one opened issue im person who filed original issue reported failure of release solve issue weve received fairly poor respond from mozilla on,0
change reduces total app memory of ipad with 20 tabs from 301 mb 147 6 mb,0
yeah above should work here its common preferred rebase your pull request rather than introducing merge commits follow up commits on top of youll just need use git push f after rebasing since rewrites your history,0
why file in different repo isnt used in combination with disconnect list in shavar prod lists,0
swiftlint found issues warnings file line reason tabtraycontroller swift 235 swift constructors are preferred over legacy convenience functions generated by danger,0
swiftlint found issues warnings file line reason mailproviders swift 45 colons should next identifier when specifying type mailproviders swift 61 colons should next identifier when specifying type mailproviders swift 78 colons should next identifier when specifying type mailproviders swift 93 colons should next identifier when specifying type mailproviders swift 100 colons should next identifier when specifying type errors file line reason actionviewcontroller swift 50 lines should not have trailing semicolons generated by danger,0
added top level feature flag per enable disable cover sheet eg we made change want show as part of cover sheet update we require setting flag per we maintain list of versions in app on when show coversheet discussed agreed upon by team,0
also recent history for me doesnt even appear in awesomebar by string match so i think theres another bug nope just recommendations,0
cc nbhasin2,0
i think work ok but bbs scheme setup bit opaque me because rome still guarded with flag ill go ahead land we see how works,0
ok if i give these issues try i think you can since no one else mentioned,0
looks like there regression when i removed system check code after rotating if you try do tray browser animation gets messy ill investigate,0
behavior from also reproducible on google,0
codecov report merging 2754 into master decrease coverage by 01 diff coverage n coverage diff master 2754 + ========================================= coverage 54 91 54 9 0 01 ========================================= files 481 481 lines 98505 98505 ========================================= hits 54092 54089 3 misses 44413 44416 +3 impacted files coverage  thirdparty uiimagecolors swift 88 2�¼0�¾�©�0�52�¨�� thirdparty sqlcipher sqlite3 c 62 78�¼0�¾�©�0�01�¨�� client frontend home activitystreampanel swift 67 09�¼0�¾�©+0�42�¨�� continue review full report at codecov legend click here learn more� = absolute impact = not affected = missing data powered by codecov last update bbe4956 bfa8048 read comment docs,0
okay thanks should good for second look,0
ping ncalexan rnewman,0
note not for uplift 27 0 due string changes,0
rnewman moved guard into callback so we only strong ref if already hasnt been deallocated,0
well i don t know my first pull request ever on 21 jan 2016 at 21 18 aaron train notifications github com wrote thanks for pr does need product team decision� reply email directly or view on github 1457 comment,0
unfortunately because there are too many menu items adding them all popup would make menu larger than possible display,0
one question i have with approach query assumes local modified server modified come from same clock which isnt true are these comparable in any way theyre not comparable but user who doesnt use sync only have local modified user who does use sync who syncing bidirectionally eventually have server modified for every record no local modification time at all see usually ios users device have somewhat accurate clock so these vaguely comparable,0
we can try connecting system font size wkwebviews minimum font size,0
verified layout change with device rotation works ok,0
only remaining comment has not been addressed here since needs some investigation understand if doable or not missing step check private tab greyed out when tapping on app switcher,0
landed,0
result of integration 1 integration took 14 minutes 40 seconds build failed 1 tests out of 126,0
garvankeeley i think going whatsapp com requesting desktop site going load page correctly however in safari going load page correctly,0
swiftlint found issues warnings file line reason profile swift 389 force casts should avoided generated by danger,0
no since new ids would mean localizers would have go through update strings for each language at some point in future we hope go through batch update all of these places use obsolete string format,0
i am not sure what endpoint use i tried sync endpoint used for me curl returns nothing,0
there was test experiment whose data showed about 80 discrepancy in views on sign up sign in� page for ios between amplitude leanplum amp showing less views,0
marking as p2 because although very visible now happen less often once we match ff theme system theme,0
isnt happening anymore closing,0
result of integration 7 integration took 6 minutes 2 seconds 9 build errors build errors,0
hmm those linting issues are outside of our change should we still fix them,0
