Text,Classification
problem identified by reference number 10906 prohibiting changes individual notes problem has been resolved with implementation of fix addresses specific issue as result personal notes can now edited without encountering any obstacles preventing alterations from being made fix for issue 10906 has successfully eliminated problem of unalterable personal notes ensuring more efficient user friendly experience,1
ability disable all identity server functionality via config file riot web issue pr todo make registration work without make invite work without disable adding threepids if no configured disable password reset if no id server,0
riot should check for r0 6 0 server support alongside feature flags cloned from avoid scenario where server stops advertising flags due spec release see related links,0
email help text on registration should updated without binding riot web issue new wording,0
issue 7691 we can now switch bcc for activitypub handles issue increase reliability with remote systems increase delivery speed we normally address receivers on activitypub with cc header when not mentioned post delivered shared inbox once with new config value can switched bcc then post delivered every single personal inbox directly can cause compatibility problems with some implementations definitely reduces delivery speed of system so switch not advised for bigger systems also not tested if works with all implementations although should when systems do follow specification,0
enable graph explorer support sovereign national clouds your feature request related problem please describe clear concise description of what problem ex im always frustrated when describe solution youd like clear concise description of what you want happen describe alternatives youve considered clear concise description of any alternative solutions or features youve considered additional context add any other context or screenshots about feature request here ab 8314,0
clarify effect of net publish for long time profile setting net publish had not only controlled if profile should published global directory also controls whether other remote systems like diaspora could search user or if search engines should find user now explained more clearly also setting now solely responsible for not being searchable helps in avoiding side effects,0
as author using platform us 27 crucial i feel secure when sharing my images posts with my friends i have requirement these pictures should not accessible publically without proper authentication means only authorized individuals should able view my content essential for me have complete control over who sees accesses my work i trust us 27 provide necessary security measures ensure,1
extract canvas data firefox permissions causes firefox 66 0 2 prompt for permission allow extract canvas data do you know cause,0
"private state update metadata migration pr description √ó¬í√""¬Ç¬",0
we have been notified of possible breach of consent in registration of directory according reports node was intended remain private was inadvertently included in official directory resulted in flood of requests from remote nodes had just found out about its presence sheer amount of requests overwhelmed node caused significant disruptions we are uncertain how occurred but we must take steps prevent from happening in future,1
serve font awesome locally should changed have styles font itself locally,0
potential directory registration consent violation weve received report on friendica directory repository node meant private ended up registered in official directory as result got overwhelmed by tens of thousands of requests from remote nodes suddenly aware of its existence im not sure how could happen but id like us make sure cant happen again,1
privacy leak when not using matrix org description on first launch riot desktop osx version 1 5 0 contacts several remote servers with which i do not wish communicate leaking my ip location those remote servers exposing fact i am matrix user thousands have access my unencrypted ip metadata steps reproduce launch riot 1 5 0 on osx actual following connections occur img width= 548 alt= screen shot 2020 03 12 at 08 52 39 src= img width= 548 alt= screen shot 2020 03 12 at 08 52 59 src= img width= 562 alt= screen shot 2020 03 12 at 08 53 24 src= img width= 609 alt= screen shot 2020 03 12 at 08 52 57 src= i have my own homeserver do not wish for my client contact matrix org for any reason im not sure what those other requests are doing but theyre leaking my isp national military i am matrix user via sni expected no connections are made any host until i sign in service or opt in autoupdate checking autoupdate checks implemented naively on launch are form of inadvertent spying telemetry as they send unencrypted identifier of application sni hostname on each every launch for comparison my irc client does not connect third parties when i launch only irc servers which configured connect version information platform desktop os macos but i would assume affects all versions version 1 5 0,1
add flag indicate coin origin in wallet each receive event should add flag in wallet file address linked corresponding output s important for retaining information for future enhancements should ideally implemented before wider release they can remain unused before implementation of said enhancements but having flags ready very beneficial 1 received addresses linked coins are received from outside sources currently binned as unshuffled 2 shuffled addresses linked flat amount outputs of shuffle transaction currently binned as shuffled 3 shuffle change addresses linked variable amount outputs of shuffle transaction except if parent from 4 currently binned as unshuffled 4 spend shuffled change addresses linked change thats result of spending shuffled coin or change from shuffle transaction whose parent 4 currently binned as unshuffled additional logic change resulting from spending 1 should flagged as 1 change resulting from spending 3 or combining 1 3 should flagged as 3 change resulting from spending 2 obviously flagged as 4 change resulting from spending 4 still flagged as 4 change resulting from spending combination of 1 or 3 with 4 ideally prevented in future shall flagged as 3 if output unidentifiable perhaps from unaware wallet spending from same seed or when cashshuffle disabled flagged as 3 at loading cashshuffle if applying logic unflagged wallet address whose only output comes from transaction identified as shuffle shall have its outputs segregated into 2 equivalent amounts in tx 3 variable amounts for all other outputs we can flag as 1 unless were willing implement additional code fetch one more step up identify 4 if address reused wallet itself never do via receiving coins on existing used address if receiving coin on 1 address retains 1 if receiving coin on 3 address retains 3 note 3 informatically same as 1 if receiving coin on 4 address retains 4 in future when they are bucketed separately its important such action does not result in mixing with 1 or 3 which harmful if receiving coin on 2 address along with associated outputs switched 4 would unwise continue considering them sparkly clean additionally in future spending from same address regardless of which bucket they are in should always consolidate all coins on same address unless 100kb any suggestions welcome edit added logic for address reuse edit2 added logic for flagging virgin wallet edit3 logic for change from shuffle cat 4,1
pan 3200 migrate privacy storage pr description fixed issue s,0
implement more privacy centric querying strategies abstract as discussed in thead if user not running their own node existing method of querying account balances can leak data about users portfolio api services such as infura or etherscan there are two strategies identified could provide better privacy from snooping api services by making difficult link accounts together based on ip motivation presently all queries are made same external api check balances api could malicious attempt piece together users portfolio based on source ip of query if user queries balance one publicly available address such as donation address or `x eth` domain along with bunch of other private addresses would possible for api service assume these balances are owned by same user especially if api key request types are known used by rotki are originating from same ip linking their identities their portfolio including private addresses specification two strategies can implemented mitigate risk silo addresses multiple different services so each service only queried for portion of portfolio i e 0x1 queries infura 0x2 queries mew etc prevents single service from discovering whole portfolio create decoy queries other address balances obfuscate which addresses are truly owned by user api services would not able tell which addresses are actually owned by user so determining their true portfolio would impossible these decoys should remain consistent between sessions prevent leaking real owned address over time combined these two approaches would make very difficult for api services which addresses are truly owned by user even if they colluded,1
encapsulate all interactions with on chain management contracts into one class description currently there are at least two classes contain calls on chain management proxy acceptance criteria all interactions with on chain management proxy should happen in one class,0
customize personal data gets saved in provenance field of released plan estimate spreadsheet dspace needs option turn off storage of certain information specifically email address netid name should not automatically saved when items are submitted or reviewed in dc description field expressing interest in disabling storage of personal information would require configuring release plan tbd include feature,1
enabling privacy feature hide absolute path of repository in title bar recommended for security reasons because absolute path may display users home directory name which could their real name therefore posing potential privacy risk additionally absolute path of lesser importance compared repository folder name thus disabling display of repository absolute path in title bar would have minimal impact on users ability access repository while providing added layer of privacy protection,1
opt out of sending data option let user opt out of ga analytics,0
remove warning message appears in circleci logs you can configure credential helper message warns your password stored in unencrypted format in root docker configuration json there are some references may useful for implementing credential helper such as encrypted credentials for docker login from june 8 2020 docker pass credential helper on ubuntu from september 15 2020 credential helper can implemented using standard unix password manager ```pass``` docker login command store encrypted credentials,1
allow email registration password reset adding 3pids when no cloned from vector im riot web 10552 when hs doesnt require send any of these validation tokens riot should allow you do all of these things when you have no configured requires some spec allow client know doesnt need supply id server param various requesttoken endpoints,0
proposed idea display users browsing history in content feed similar bookmarks feature however should possible for content feed remove irrelevant content from history list does not necessarily require two way api instead we can simply blacklist certain urls remove them from content feed stored locally on device,1
prompt for fallback voip should only happen when user tries make call as currently proposed defined prompt for using fallback server done at startup subpar imo for number of reasons 1 theres number of homeservers out there including mine which have not bothered set up voip because theres no need for for instance i dont make calls through matrix therefore havent bothered set up getting prompt just going annoying for me 2 some homeservers including some i run intentionally have not set up turn server largely because of point 1 users on homeserver are largely not technologically inclined do not make calls in first place prompt confusing annoying them regardless of copy used 3 yet another thing added onboarding experience mobile apps are worst offenders for would now have 3 prompts at startup new users trying register for app already feel drained by time they actually get send message another prompt wont affect them likely nail in coffin,0
google analytics respects do not track feature if you have feature request related problem please describe they also encourage you describe solution you would like have similar way wordpress com stats honors do not track feature if there are any alternatives youve considered feel free mention them as well its important note google analytics does have option for users opt out if they wish,1
add more information privatetransactionreceiptresult add some fields privatetransactionreceiptresult so contains all information transactionreceiptresult contains plus privacy related fields,1
contacts id revealed in url expected behavior i expect contacts id not part of url current behavior in my opinion there no need have your contacts id in url since url rewritten when you open new threema web tab inclusion of messenger conversation contact abcde1234 therefore not needed compromises users privacy because unnecessary indicator of whom you contacted persisted in your browsing history possible solution contacts id should stored within javascript therefore would not appear in url bar not pushed history your environment threema web version 2 1 7 browser name version firefox 66 0 2,1
feasible have account name added notification instead of just index number i dont find index number very helpful would much more useful see main email associated with account such as email domain top level domain tld along with number of new emails for instance example com 24 as opposed just 24 new emails,1
gate all sensors behind permission prompt sensorid sensor calibration fingerprinting for smartphones demonstrates device sensors can used as fingerprinting vector some of sensors paper highlights are available all sites in brave we should gate these sensors behind permission prompt prevent fingerprinting do add test cases for all sensors available within brave,0
feature my submissions feature current behaviour in order view submissions users must go all of problem url one by one expected behaviour create new page for showing all of submissions have been done by user until now possible solution 1 create new api in `runcontroller` show all runs by contestant 2 add new template for showing all of submissions 3 create new vue component call api nb need implement for gdpr compliance,0
failed private transaction produce no outward indication if private transaction fails validation during block processing no receipt produced as evm wasnt invoked thus transaction disappears leaving behind no indication of its attempted execution different from public state where if transaction fails validation block deemed invalid rejected for example possible for 2 private transactions from same sender in same privacy group have same nonce first transaction executed produce receipt second however fail pre validation due illegal nonce not produce receipt queries for transaction receipt turn up empty rather than showing error should noted transactionreceipts do not support idea of reporting illegal nonce as would invalidate block in public world rather than producing failing receipt,1
there seems issue with audio tracks on both web client versions problem persists even after taking multiple steps test out such as running arch linux kernel 5 14 9 with kde plasma sound pipewire 1 in doing so was discovered when launching element in web or native client taking call in sound manager applications new chromium pipes appear however closing call did not delete audio tracks in fact more tracks would open upon another call was not expected outcome as was hoped 1 or 2 tracks would open option for selecting channel count would available logs may need sent further investigate issue,1
record pageviews congratulate user would great congratulate user for increasing their pageviews after first two months after installing plugin best way do count page loads for month then compare at end of following month if pageviews have increased then congratulate user with admin notification percentage display based on actual increment of pageviews since last month ```php display name ``` need allow user dismiss notice hide until pageviews have increased again need allow user dismiss notices permantly should they not want see percentage of pageviews increased every month after if pageviews have dropped then dont show admin notice if pageviews have increased again then display message instead ```php display name ``` for counter work i need create ajax event update value in database,0
handle terms agreement in discovery section of settings cloned from its possible discovery section of settings first place user interacts with their identity server therefore we need show some kind of state when terms havent been agreed yet allow for agreeing terms etc for riot web designs are img width= 969 alt= screenshot 2019 08 13 at 15 15 28 src= marking needs design for mobile,0
"make eu cookie widget single instance only reported in p8oabr cr p2 adding multiple cookie banner widgets either one sidebar location or multiple results in cookie message can√ó¬í√""¬Ç¬",0
gdpr conform social links,0
respect user enumeration settings in user status lists functions find user statuses listed didnt respect user enumeration settings `shareapi allow share dialog user enumeration` `shareapi restrict user enumeration group` core app settings fixes 27122,1
remove ability set at login registration cloned from,0
produce mongo database properly persists queue relates queue service databasing prio medium 3 protect against power failure ect create system where queue always persisted database on each change expected results x product can reboot with no loss of x users x positions x service data x data should stored in manner makes easy query database display data,0
events influenced by geography events are geographically based or events are determined by geographical location are all same as geography driven events these are events take place or occur due particular location or geography of region or place they may include natural events such as landslides earthquakes or hurricanes as well as human induced events like construction transportation agriculture which are also heavily influenced by geography overall geography driven events are events are shaped by physical characteristics of environment,1
so long as any additional mitigations do not substitute for mandatory requirements contained herein in one sense redundant organization name n if individual id me inc organization type 2 document 63 3 63a 63b or 63c 800 63a reference include section paragraph number 4 2 list item 11 comment include rationale for comment so long as any additional mitigations do not substitute for mandatory requirements contained herein in one sense redundant any mandatory requirements must stated with shall expression therefore by definition cannot waived for any reason reinforcing point doc states requirements suggested change remove text in context though better still resolve preceding comment organization type 1 = federal 2 = industry 3 = academia 4 = self 5 = other,0
"implemented private log filter json rpc methods fixes 627 implemented following json rpc methods √ó¬í√""¬Ç¬",0
element contacts posthog before user has agreed steps reproduce 1 sign in element nightly desktop app outcome what did you expect element shouldnt attempt connect telemetry until has been enabled by user what happened instead post request sent before user has made decision on dialog img width= 311 src= operating system macos browser information no response url for webapp no response application version element nightly version 2021111301 homeserver no response you send logs no,1
deprecate privacy precompiled address cli option property isnt required we should x change picocli option hidden x provide warning in logs if node started using option x remove `privacyaddress` field from `privacyparameters` class x ensure priv getprecompiledaddress returns offchain or onchain contract address based on privacy mode node running x ensure node behaves as if precompile doesnt exist when using different privacy mode e g when using onchain tx sent offchain should behave as if offchain precompile doesnt exist option should removed in v1 5 2 first step hiding warning user v1 5 1 then removing completely v1 5 2,1
checking email invite account unclear when no set since its now possible disconnected from identity server entirely your session has no active identity server its unclear how some dependent features should function such as checking email invite in invite preview bar ensure invited email for active account in case you have multiple matrix accounts in different tabs etc 2019 08 23 at 15 53 i think we are at stage where lampholder needs work out how product should function for case after some discussion wed like use following text for different combinations 1 case email not added account title invite roomname s was sent somebody example com which not associated with your account subtitle link email with your account in settings receive invites directly in riot 2 case email added account no id server title invite roomname s was sent somebody example com subtitle use identity server in settings receive invites directly in riot 3 case email added account have id server but email not bound title invite roomname s was sent somebody example com subtitle share email in settings receive invites directly in riot 4 case email added account email bound on id server success case unchanged from current do you want join roomname s username invited you in all cases button just say join discussion,0
allow users remove themselves from namespace edge case with unlikely occurrences in field yet i believe should addressed if user wants removed as collaborator from namespace they are not managing namespace they should able do so without requiring any approval from namespace administrator s they should also given option anonymize their models on namespace which would irreversible even if user later re added process should use specific simple form,1
priv getprivatetransaction returns error instead of null for non participant description documentation for priv getprivatetransaction says returns private transaction if you are participant otherwise `null` when i call `priv getprivatetransaction` from node isnt part of privacy group i get error steps reproduce bug 1 create private transaction with some members get public hash 2 call `priv getprivatetransaction` with public hash from node isnt member ```json jsonrpc 2 0 id 1 method priv getprivatetransaction params 0x32e8f9b494cddd5bfe0352aff5a118ea4920ec7b0c28450f861a111c6bf796f8 ``` expected behavior return json rpc result with `null` ```json jsonrpc 2 0 id 1 result null ``` actual behavior i get json rpc error ```json jsonrpc 2 0 id 1 error code 50200 message enclavepayloadnotfound ``` frequency all time versions add all apply software version besu v1 4 1 osx x86 64 oracle openjdk java 13 java version openjdk version 13 0 2 2020 01 14 openjdk runtime environment build 13 0 2+8 openjdk 64 bit server vm build 13 0 2+8 mixed mode sharing kernel version darwin computer local 18 7 0 darwin kernel version 18 7 0 thu jan 23 06 52 12 pst 2020 root xnu 4903 278 25 1 release x86 64 x86 64 additional information when i call from member node i get private transaction data looks something like ```json jsonrpc 2 0 id 1 result from 0xfe3b557e8fb62b89f4916b721be55ceb828dbd73 gas 0x989680 gasprice 0x0 hash 0x24177f9c3fa5efda720c1f7152c9673310cf6db0085335750c4192c8a09b716f input 0x6001600081905560c0604052600b60808190526a7465737420737472696e6760a81b60a09081526100309291610043565b5034801561003d57600080fd5b506100de565b828054600181600116156101000203166002900490600052602060002090601f016020900481019282601f1061008457805160ff19168380011785556100b1565b828001600101855582156100b1579182015b828111156100b1578251825591602001919060010190610096565b506100bd9291506100c1565b5090565b6100db91905b808211156100bd57600081556001016100c7565b90565b610a48806100ed6000396000f3fe608060405234801561001057600080fd5b50600436106100cf5760003560e01c80635778f0781161008c5780637c356710116100665780637c35671014610175578063b41716bd1461017d578063d57c5f0614610185578063fb8f0f591461018d576100cf565b80635778f0781461014c57806359ff5b551461015457806360f96a8f1461015c576100cf565b806309b4699d146100d45780631d184233146100e9578063262330b41461010757806336aacafa1461011c5780634b2b495f146101315780634f621b3514610144575b600080fd5b6100e76100e2366004610551565b6101a2565b005b6100f16101a7565b6040516100fe9190610800565b60405180910390f35b61010f6101ad565b6040516100fe91906107e4565b6101246101c1565b6040516100fe91906107f2565b6100e761013f366004610577565b6101ca565b6100e761022d565b6100e76102c4565b6100f16102f3565b6101646102fb565b6040516100fe9594939291906108b7565b6100e7610327565b6100e761034c565b6100f1610364565b61019561036a565b6040516100fe919061080e565b600055565b60035481565b60025461010090046001600160a01b031681565b60025460ff1681565b600086905584516101e29060019060208801906103f7565b506002805460ff191694151594909417610100600160a81b0319166101006001600160a01b039490941693909302929092179092556003919091558051600855602001516009555050565b6000546002546003546040517fa614e96ad56ec536c6f429489612fa041c78c0b1a70be8780db8c8409f0ddb819361028193909260019260ff83169261010090046001600160a01b03169190600890610856565b60405180910390a17f949df7cddcd65399a5eea90f1b4fccf4b556d1fae9832b86a5046391d6f805d46000546040516102ba9190610800565b60405180910390a1565b6000546201869f146102f15760405162461bcd60e51b81526004016102e890610826565b60405180910390fd5b565b6201869f5b90565b600454600554600654600754604080518082019091526008548152600954602082015260ff9092169185565b6002805460ff1916600117905560405162461bcd60e51b81526102e890600401610836565b60405162461bcd60e51b81526004016102e890610846565b60005490565b60018054604080516020600284861615610100026000190190941693909304601f810184900484028201840190925281815292918301828280156103ef5780601f106103c4576101008083540402835291602001916103ef565b820191906000526020600020905b8154815290600101906020018083116103d257829003601f168201915b505050505081565b828054600181600116156101000203166002900490600052602060002090601f016020900481019282601f1061043857805160ff1916838001178555610465565b82800160010185558215610465579182015b8281111561046557825182559160200191906001019061044a565b50610471929150610475565b5090565b6102f891905b80821115610471576000815560010161047b565b803561049a816109dc565b92915050565b803561049a816109f3565b803561049a816109fc565b600082601f8301126104c757600080fd5b81356104da6104d58261092a565b610903565b915080825260208301602083018583830111156104f657600080fd5b610501838284610987565b50505092915050565b60006040828403121561051c57600080fd5b6105266040610903565b9050600061053484846104ab565b8252506020610545848483016104ab565b60208301525092915050565b60006020828403121561056357600080fd5b600061056f84846104ab565b949350505050565b60008060008060008060e0878903121561059057600080fd5b600061059c89896104ab565b965050602087013567ffffffffffffffff8111156105b957600080fd5b6105c589828a016104b6565b95505060406105d689828a016104a0565b94505060606105e789828a0161048f565b93505060806105f889828a016104ab565b92505060a061060989828a0161050a565b9150509295509295509295565b61061f8161096b565b82525050565b61061f81610976565b61061f816102f8565b60006106428261095e565b61064c8185610962565b935061065c818560208601610993565b610665816109d2565b9093019392505050565b60008154600181166000811461068c57600181146106b2576106f1565b607f600283041661069d8187610962565b60ff19841681529550506020850192506106f1565b600282046106c08187610962565b95506106cb85610952565b60005b828110156106ea578154888201526001909101906020016106ce565b8701945050505b505092915050565b6000610706601083610962565b6f2727aa2fa6a0a3a4a1afa72aa6a122a960811b815260200192915050565b6000610732601083610962565b6f4641494c5f41465445525f575249544560801b815260200192915050565b600061075e600f83610962565b6e1393d517d253541311535153951151608a1b815260200192915050565b8051604083019061078d848261062e565b5060208201516107a0602085018261062e565b50505050565b805460408301906107b6816109bf565b6107c0858261062e565b505060018201546107d0816109bf565b6107dd602086018261062e565b5050505050565b6020810161049a8284610616565b6020810161049a8284610625565b6020810161049a828461062e565b6020808252810161081f8184610637565b9392505050565b6020808252810161049a816106f9565b6020808252810161049a81610725565b6020808252810161049a81610751565b60e08101610864828961062e565b8181036020830152610876818861066f565b90506108856040830187610625565b6108926060830186610616565b61089f608083018561062e565b6108ac60a08301846107a6565b979650505050505050565b60c081016108c5828861062e565b6108d2602083018761062e565b6108df6040830186610625565b6108ec606083018561062e565b6108f9608083018461077c565b9695505050505050565b60405181810167ffffffffffffffff8111828210171561092257600080fd5b604052919050565b600067ffffffffffffffff82111561094157600080fd5b506020601f91909101601f19160190565b60009081526020902090565b5190565b90815260200190565b600061049a8261097b565b151590565b6001600160a01b031690565b82818337506000910152565b60005b838110156109ae578181015183820152602001610996565b838111156107a05750506000910152565b600061049a6109cd836102f8565b6102f8565b601f01601f191690565b6109e58161096b565b81146109f057600080fd5b50565b6109e581610976565b6109e5816102f856fea365627a7a72315820e0fcb26f960919154dfce144201161d9f1da96e6873c6244182617eb05b64ba66c6578706572696d656e74616cf564736f6c634300050e0040 nonce 0x0 null value 0x0 v 0xfe8 r 0xcb5ddc6095ed02f23a9edaa84e9a9a19c1d8c137581fcabf1c86eee58e7e92d0 s 0xfb27118a1d5a5fa373f66e9739b3ca3f085f3b38f95b60a7cffab40348cf2c0 privatefrom ggilekxlaq9yhhtbpbt03me9iya7u mwxxrjhnbl1xy= privacygroupid q+gvue9xc1ypn8wdeejzxenqxof8b98suhvwv1mcoag= restriction restricted ```,0
privacy restart caused by insufficient memory can cause inconsistent private state tasks x deploy updated orion besu test network rerun test scripts validate changes while running reorg testing with six besu orion clients following happened on two of machines causing state on machine become inconsistent with rest of members of privacy group besu log timestamp 2020 06 14t02 11 30 248 level info thread ethscheduler workers 1 class blockpropagationmanager message imported 8 088 448 4 tx 0 om 4 475 388 55 9 gas 0xa8f49cdc62fcf7de79b42d46ffcb89cbaafd8656dcc112fb9fd39c8b792c1373 in 0 903s peers 39 throwable timestamp 2020 06 14t02 13 18 932 level info thread nioeventloopgroup 3 1 class blockpropagationmanager message saving announced block 8088450 0x8ae8ca9866c1e626933fb4828ab9c8775afae74dc7c577e9e5b16a401178e839 for future import throwable timestamp 2020 06 14t02 15 05 908 level info thread nioeventloopgroup 3 1 class blockpropagationmanager message saving announced block 8088451 timestamp 2020 06 14t02 15 09 286 level info thread nioeventloopgroup 3 5 class blockpropagationmanager message saving announced block 8088463 0x2352f8e831f2a2a13dcb4e70f3ffaefb05ff8e09cdafdc1de40d12affe80461a for future import throwable timestamp 2020 06 14t02 15 09 300 level info thread nioeventloopgroup 3 5 class blockpropagationmanager message saving announced block 8088464 0x207de6caace4575bb29e75b98801e53d321750a9e63b0f1d323938cbb708eab8 for future import throwable openjdk 64 bit server vm warning info os commit memory 0x00000000e6c00000 90177536 0 failed error=not enough space errno=12 thread 21178 also had error thread 21183 also had error thread 21192 also had error thread 21257 also had error thread 21127 also had error thread 21117 also had error there insufficient memory for java runtime environment continue native memory allocation mmap failed map 90177536 bytes for committing reserved memory error report file with more information saved as tmp hs err pid21038 log thread 21179 also had error thread 21181 also had error recording 1 scheduled start in 15 s use jcmd 30545 jfr dump name=1 copy recording data file setting logging level info timestamp 2020 06 14t02 15 33 476 level info thread main class altbn128pairingprecompiledcontract message using native alt bn128 throwable timestamp 2020 06 14t02 15 34 447 level info thread main class secp256k1 message using native secp256k1 throwable timestamp 2020 06 14t02 15 56 154 level info thread nioeventloopgroup 3 4 class fullsynctargetmanager message no sync target waiting for peers 1 throwable timestamp 2020 06 14t02 15 57 949 level info thread nioeventloopgroup 3 4 class synctargetmanager message found common ancestor with peer 0x936ac2bf0b816350eb at block 8088448 throwable timestamp 2020 06 14t02 16 07 093 level info thread nioeventloopgroup 3 4 class blockpropagationmanager message saving announced block 8088467 0xd9c239e06ffedcc87005f3d4ac06513260baf3206a21a1585b9f38ef4c7da36f for future import throwable timestamp 2020 06 14t02 16 08 486 level info thread nioeventloopgroup 3 6 class blockpropagationmanager message saving announced block 8088466 0x11fa862f07df203a8a5e39b100ba21d80900f591c8a1c8930f5322fdeddc56e2 for future import throwable timestamp 2020 06 14t02 16 12 404 level error thread ethscheduler services 5 importblock class privacyprecompiledcontract message failed process private transaction 0x74c37eb6c8d172ca6a41420ffbb963f848ae92eb6aaa28e85bfcaffcb4b429d5 private transaction nonce 0 lower than sender account nonce 1 throwable timestamp 2020 06 14t02 16 41 452 level info thread ethscheduler workers 1 class blockpropagationmanager message imported 1 pending blocks throwable,1
custom server options help still mentions identity servers nan,0
appears contacts whom i have previously blocked are still capable of receiving commenting on my public posts as result of experience i feel compelled share my concerns as seems more like unfavorable interaction rather than technical issue upon discovering comment from blocked contact on one of my public posts i realized there was no means of restricting access post however fact experience was unexpected prompts re evaluation of how relationship between public posts blocked contacts explained i am not certain where information should placed but permission screen in public box may suitable location,1
blockchain restore api fallbacks currently wallet restore functionality dependent on centralized restore apis we need add some fallbacks so wallet doesnt depend on single provider btc bch dash restore we have decentralzied network restore thats good but its slow ideally we should provide couple of alternatives for fast restore as well eos restore sync lets have fallback endpoints for eos as well ethereum restore sync transactions infura alternative ideally we need node discovery for rpc enabled network nodes etherscan alternative alternative means download user transactions,0
remove bind true flag from 3pid adds in settings,0
added private txns migration content signed off by madeline added private txns migration content,0
latest omb circular 130 july 2016 requires privacy controls addressed organization name n if individual cms organization type 1 document 63 3 63a 63b or 63c 800 63a reference include section paragraph number section 9 2 privacy controls para 1 comment include rationale for comment latest omb circular 130 july 2016 requires privacy controls addressed by stating section 4 4 encourages csp employ appropriately tailored controls there implication action optional since legislation omb circular 130 july 2016 other directives make implementation of privacy controls mandatory statement needs more forceful suggested change organization type 1 = federal 2 = industry 3 = academia 4 = self 5 = other,0
private transaction failing due insufficient intrinsic gas private transaction failing due insufficient intrinsic gas but privacy marker transaction succeeds following succeeds private txn privacy marker transaction but when sent with less gas cant remember how much less exactly private transaction fails but privacy marker transaction succeeds sending same payload publicly with same amount of gas returns not enough gas for intrinsic cost error ``` jsonrpc 2 0 method eea sendtransaction params from 0xfe3b557e8fb62b89f4916b721be55ceb828dbd73 gas 0xaaaaaaaa gasprice 0x0 data 0x608060405234801561001057600080fd5b5060dc8061001f6000396000f3006080604052600436106049576000357c0100000000000000000000000000000000000000000000000000000000900463ffffffff1680633fa4f24514604e57806355241077146076575b600080fd5b348015605957600080fd5b50606060a0565b6040518082815260200191505060405180910390f35b348015608157600080fd5b50609e6004803603810190808035906020019092919050505060a6565b005b60005481565b80600081905550505600a165627a7a723058202bdbba2e694dba8fff33d9d0976df580f57bff0a40e25a46c398f8063b4c00360029 privatefrom negmdcn2p4odpqn 6wkj02zt 0w0bjhgpkz8up6vark= privacygroupid cd636rzlcqvspoxt exbkwqfbo7kpazo0qlwhernsl8= restriction restricted id 1 ```,0
implement zcash equivalent of commitments proofs as per sapling protocol,0
dbstructure 1373 replace contact blocked with user blocked in owner view fixes 9326 was falsely reporting blocked users as unblocked since we dont block public self contact fortunately `owner view` view isnt used much through modules yet so privacy impact has been low,1
wrap utxq mtxq with accessible properties core utxq mtxq remains encrypted but visible properties are required for example mtxq should expose zksnark proof used verify balancing equation,0
there have been critiques in comments of articles link regarding practice of saving timestamps while receiving criticism token we utilize has helped us identify these critiques we are interested in discussing methods potentially improve issue,1
implement hipaa like access update log existing implementation,0
"bug inicio de sesion comportamiento esperado en una competencia estatal mis alumnos de primaria no pod√6¬3√""¬≠an iniciar sesi√6¬3√""¬3n debido la seguridad de gmail y que no ten√6¬3√""¬≠amos la mano los celulares en los que fueron creadas esas cuentas omagaup tampoco nos dejaba entrar usando usuario y contrase√6¬3√""¬1a nos dec√6¬3√""¬≠a que no era posible debido que no eran cuentas nativas de la plataforma despu√6¬3√""¬©s de internarlo varias veces lo†√6¬3√£¬7nico que se me ocurri√6¬3√""¬3†fue introducir los mismos datos de mis alumnos usuario correo contrase√6¬3√""¬1a en la parte de crear nueva cuenta la plataforma dej√6¬3√""¬3†entrar de esta manera pasos para reproducir para bugs adjunto en archivo zip el v√6¬3√""¬≠deo donde se muestra los pasos seguir inicio de sesion zip tu ambiente google chrome versi√6¬3√""¬3n 78 0 3904 97 build oficial 64 bits",0
plausible deniability your feature request related problem please describe we need way protect our node history like plausible deniability feature like bluewallet having fake wallet describe solution youd like we need shtf backup plan use cases are many robbery at gun point police raid stealing node from home etc i also want hide my ln transactions i know not possible delete them from history but in some way not visible wallet history in wrong hands could dangerous we need ways protect simple alternative login show up empty or limited account with no history can even fake data dummy txs from testnet,1
riot submits sign ed25519 requests as post requests with params in query string empty body because of course does,0
"us 27 as author i want feel safe about sharing images posts with my friends √ó¬í√""¬Ç¬",1
"errors when creating privacy groups when using postgresql errors when creating privacy groups when using postgresql besu1 besu2 orion multi tenancy configured orion has 5 orion keys in when creating privacy group of more than 3 members nodepropagatingtoallpeers error occurs but privacy group appears have been created when creating privacy group of 2 members succeeds lb1 √ó¬í√""¬Ä¬ù√""¬",1
change auth flows so you default no we should change auth flows so after registration login your client not connected any by default instead you can choose connect one in settings if you do saved account data then used for future sessions only place default should appear after work in settings as default value for you can choose connect,0
misattributed diaspora reply becomes top level post original thread diaspora reply misattributed comment as top level post really weird occurence ive never seen before comment from one of my remote contact on one of my top level posts became top level post by me on another contacts b node apparently these two contacts cannot communicate with each other as as posts dont appear on bs server bs posts dont appear on as server but still doesnt justify comment misattribution i believe reply by was delivered b because i liked then something really wrong happened got transformed into top level post attributed me,1
block all 3p storage description brave on ios blocks 3p etld+1 cookies by default add switch disable 3p storage by default steps reproduce 1 navigate 2 local storage session storage are not blocked for third party actual result local storage session storage are not blocked expected result all 3p storage should blocked reproduces how often easily reproduced intermittent issue easily reproduced brave version development device details iphone se,0
sovereign clouds privacy review your feature request related problem please describe privacy assessment for graph explorer privacy of graph explorer production service app assessment required so work done support soverign clouds can released tasks done are listed under 353431,0
